Time,"T° 440,480",A8,B8,C8,D8,E8,F8,G8,H8,,Time,"T° 440,480",A8,B8,C8,D8,E8,F8,G8,H8,,Time,0uM,25uM,50uM,100uM,0um,25uM*,50uM*,100uM*
67:30:00,24.6,261,759,3191,13088,249,1077,3209,8537,,67:30:00,24.6,261,498,2930,12827,249,828,2960,8288,,67:30:00,-9,-53,595,5746,3,475,2131,5924
67:45:00,24.6,269,769,3177,13162,237,1070,3212,8528,,67:45:00,24.6,269,500,2908,12893,237,833,2975,8291,,67:45:00,-1,-51,573,5812,-9,480,2146,5927
68:00:00,24.6,267,755,3199,13050,240,1075,3232,8593,,68:00:00,24.6,267,488,2932,12783,240,835,2992,8353,,68:00:00,-3,-63,597,5702,-6,482,2163,5989
68:15:00,24.6,264,783,3170,13061,238,1075,3226,8553,,68:15:00,24.6,264,519,2906,12797,238,837,2988,8315,,68:15:00,-6,-32,571,5716,-8,484,2159,5951
68:30:00,24.6,274,757,3201,13093,241,1079,3229,8571,,68:30:00,24.6,274,483,2927,12819,241,838,2988,8330,,68:30:00,4,-68,592,5738,-5,485,2159,5966
68:45:00,24.6,267,767,3211,13048,249,1088,3228,8541,,68:45:00,24.6,267,500,2944,12781,249,839,2979,8292,,68:45:00,-3,-51,609,5700,3,486,2150,5928
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,0:00:00,,,,,,,,,,,,,,,,,,,
